text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i feel most suspicious of possibly more suspicious of than of the supposedly fuller experiences of spiritual people is spiritual utopia,"['feel', 'suspicious', 'possibly', 'suspicious', 'supposedly', 'fuller', 'experience', 'spiritual', 'people', 'spiritual', 'utopia']",0.237,0.763,0.0,-0.6794,0.75941944,0.22208756,0.018492986,Fear
i feel uncomfortable in a theatre,"['feel', 'uncomfortable', 'theatre']",0.464,0.536,0.0,-0.3818,0.8379967,0.14613079,0.015872398,Fear
i flew times in weeks all around and i was mad exhausted not to mention i started feeling restless each time im on the plane,"['flew', 'time', 'week', 'around', 'mad', 'exhausted', 'mention', 'started', 'feeling', 'restless', 'time', 'im', 'plane']",0.286,0.659,0.055,-0.743,0.8581891,0.12654562,0.015265295,Fear
i sometimes feel paranoid that people judge me for the amount of time i spend on that site and rightfully so,"['sometimes', 'feel', 'paranoid', 'people', 'judge', 'amount', 'time', 'spend', 'site', 'rightfully']",0.1,0.9,0.0,-0.25,0.72504294,0.2582989,0.016658159,Fear
i feel reluctant about watching united since it s never the,"['feel', 'reluctant', 'watching', 'united', 'since', 'never']",0.169,0.593,0.237,0.2023,0.74147713,0.23887107,0.019651787,Fear
i live right at the edge of the city of eilat and i feel uncomfortable,"['live', 'right', 'edge', 'city', 'eilat', 'feel', 'uncomfortable']",0.178,0.822,0.0,-0.3818,0.81301594,0.17486991,0.012114202,Fear
ive been dealing with feeling very insecure lately,"['ive', 'dealing', 'feeling', 'insecure', 'lately']",0.292,0.566,0.142,-0.3804,0.8334933,0.15624171,0.01026503,Fear
im actually not feeling too terrified about it,"['im', 'actually', 'feeling', 'terrified']",0.129,0.567,0.304,0.431,0.15727323,0.5795784,0.26314837,Fear
i feel like my heart is afraid that answer might not be yes,"['feel', 'like', 'heart', 'afraid', 'answer', 'might', 'yes']",0.153,0.678,0.169,0.0624,0.7833008,0.20506996,0.011629205,Fear
i feel scared when someone knocks in my door,"['feel', 'scared', 'someone', 'knock', 'door']",0.293,0.707,0.0,-0.4404,0.7216007,0.25771353,0.020685729,Fear
i feel so distraught at the idea of people having babies before the age of,"['feel', 'distraught', 'idea', 'people', 'baby', 'age']",0.23,0.77,0.0,-0.5984,0.9189301,0.07379874,0.0072711096,Fear
i feel overwhelmed and have no idea where to focus my energy besides to take care of omar bottles and diapers hugs and kisses,"['feel', 'overwhelmed', 'idea', 'focus', 'energy', 'besides', 'take', 'care', 'omar', 'bottle', 'diaper', 'hug', 'kiss']",0.068,0.528,0.404,0.8689,0.6612646,0.2668097,0.071925715,Fear
i feel that all sports are unprotected from the media and on an equal playing field,"['feel', 'sport', 'unprotected', 'medium', 'equal', 'playing', 'field']",0.145,0.751,0.104,-0.1779,0.21340528,0.6757328,0.11086202,Fear
i feel quite insecure,"['feel', 'quite', 'insecure']",0.607,0.393,0.0,-0.4754,0.75190616,0.22270842,0.025385378,Fear
i want to show how it came together to perhaps provide inspiration to anyone who would like to create a garden memorial or otherwise but may feel a little intimidated,"['want', 'show', 'came', 'together', 'perhaps', 'provide', 'inspiration', 'anyone', 'would', 'like', 'create', 'garden', 'memorial', 'otherwise', 'may', 'feel', 'little', 'intimidated']",0.106,0.686,0.207,0.0617,0.028698381,0.616778,0.35452363,Fear
i am feeling very confused at the moment about what how my photography is progressing,"['feeling', 'confused', 'moment', 'photography', 'progressing']",0.161,0.746,0.093,-0.2716,0.8160973,0.17541414,0.008488557,Fear
i just feel that she crosses the line a lot and does a lot of things that i m really uncomfortable with,"['feel', 'cross', 'line', 'lot', 'lot', 'thing', 'really', 'uncomfortable']",0.153,0.847,0.0,-0.4391,0.8991974,0.09537894,0.0054236013,Fear
i definitely feel strange today but i cant tell if its a herx or just a bad day,"['definitely', 'feel', 'strange', 'today', 'cant', 'tell', 'herx', 'bad', 'day']",0.324,0.579,0.097,-0.6486,0.8179003,0.16920416,0.012895502,Fear
i just wouldnt be without it when i am feeling this vulnerable i know i have been a little absent recently and i am truly sorry for that,"['wouldnt', 'without', 'feeling', 'vulnerable', 'know', 'little', 'absent', 'recently', 'truly', 'sorry']",0.133,0.697,0.17,0.2441,0.7204326,0.24141225,0.03815519,Fear
i confess to feeling a bit nervous now though there are some very talented people in the group,"['confess', 'feeling', 'bit', 'nervous', 'though', 'talented', 'people', 'group']",0.104,0.644,0.252,0.4576,0.073840804,0.24812512,0.67803407,Fear
i am beginning to feel startled by how little of last week i remember,"['beginning', 'feel', 'startled', 'little', 'last', 'week', 'remember']",0.134,0.866,0.0,-0.1779,0.7467007,0.23948348,0.013815802,Fear
i feel you are very apprehensive on your ttc journey,"['feel', 'apprehensive', 'ttc', 'journey']",0.0,1.0,0.0,0.0,0.6841854,0.30315506,0.012659645,Fear
i feel really intimidated by the thought of self published but on the other i think it would be really rewarding,"['feel', 'really', 'intimidated', 'thought', 'self', 'published', 'think', 'would', 'really', 'rewarding']",0.087,0.704,0.209,0.605,0.4466954,0.34037006,0.21293454,Fear
i feel hesitant about doing a certain thing simply out of fear were excluding things such as drugs illegal stuff,"['feel', 'hesitant', 'certain', 'thing', 'simply', 'fear', 'excluding', 'thing', 'drug', 'illegal', 'stuff']",0.353,0.562,0.084,-0.7717,0.7585772,0.23418167,0.007241014,Fear
im being trevain i sometimes feel challenged to the point of being uncomfortable,"['im', 'trevain', 'sometimes', 'feel', 'challenged', 'point', 'uncomfortable']",0.286,0.714,0.0,-0.4588,0.50083506,0.46971425,0.029450716,Fear
i feel weird offering relationship or marriage advice,"['feel', 'weird', 'offering', 'relationship', 'marriage', 'advice']",0.221,0.779,0.0,-0.1779,0.80471045,0.18457703,0.01071257,Fear
i feel rather reluctant to leave my newest arrivals for a week as we head off to the mothe,"['feel', 'rather', 'reluctant', 'leave', 'newest', 'arrival', 'week', 'head', 'mothe']",0.176,0.824,0.0,-0.296,0.57763445,0.3979592,0.02440634,Fear
ive been feeling quite overwhelmed recently by the inexorable passing of time,"['ive', 'feeling', 'quite', 'overwhelmed', 'recently', 'inexorable', 'passing', 'time']",0.0,0.77,0.23,0.2484,0.81388205,0.17148337,0.014634551,Fear
i feel quite fearful about her future other times i wonder how this happened to her or even if i did something to cause abbigail to have apraxia,"['feel', 'quite', 'fearful', 'future', 'time', 'wonder', 'happened', 'even', 'something', 'cause', 'abbigail', 'apraxia']",0.127,0.873,0.0,-0.5413,0.88793296,0.10742365,0.004643415,Fear
i started to read feminist blogs and get involved in the discussions i found myself either feeling like a fraud or simply intimidated,"['started', 'read', 'feminist', 'blog', 'get', 'involved', 'discussion', 'found', 'either', 'feeling', 'like', 'fraud', 'simply', 'intimidated']",0.251,0.599,0.15,-0.5719,0.74215424,0.2477025,0.0101433005,Fear
i feel anxious and tensed up over the sudden chan,"['feel', 'anxious', 'tensed', 'sudden', 'chan']",0.364,0.636,0.0,-0.4588,0.7185168,0.26539773,0.016085487,Fear
i feel pretty shaken not stirred right now forgive me any writing mistakes,"['feel', 'pretty', 'shaken', 'stirred', 'right', 'forgive', 'writing', 'mistake']",0.222,0.468,0.31,0.3612,0.77416337,0.20910643,0.016730214,Fear
i hate that im gonna walk away from college feeling all inhibited when i feel like im supposed to have gotten all my wildness out of my system,"['hate', 'im', 'gonna', 'walk', 'away', 'college', 'feeling', 'inhibited', 'feel', 'like', 'im', 'supposed', 'gotten', 'wildness', 'system']",0.164,0.707,0.129,-0.2732,0.8678225,0.12315098,0.009026466,Fear
when my neighbours house was broken into and shots could be heard,"['neighbour', 'house', 'broken', 'shot', 'could', 'heard']",0.22,0.78,0.0,-0.4767,0.5566502,0.4235295,0.019820217,Fear
i feel restless like i want to go somewhere do something but i dont know where to go,"['feel', 'restless', 'like', 'want', 'go', 'somewhere', 'something', 'dont', 'know', 'go']",0.094,0.729,0.176,0.09,0.77737314,0.21009141,0.012535419,Fear
i am feeling shy,"['feeling', 'shy']",0.444,0.222,0.333,-0.128,0.49411505,0.47285244,0.033032544,Fear
i am rambling now and to be honest i feel frightened to make a post on my own blog anymore for fear of getting nasty comments,"['rambling', 'honest', 'feel', 'frightened', 'make', 'post', 'blog', 'anymore', 'fear', 'getting', 'nasty', 'comment']",0.303,0.594,0.103,-0.7506,0.88277227,0.10921099,0.008016764,Fear
i was a feeling slightly apprehensive and nervous during the day though because i kept worrying about whether he was still in a relationship with the girl hed brought to the bar during our double date,"['feeling', 'slightly', 'apprehensive', 'nervous', 'day', 'though', 'kept', 'worrying', 'whether', 'still', 'relationship', 'girl', 'hed', 'brought', 'bar', 'double', 'date']",0.122,0.835,0.043,-0.4091,0.33461344,0.64791006,0.017476525,Fear
i started feeling anxious about money bills and all that good stuff,"['started', 'feeling', 'anxious', 'money', 'bill', 'good', 'stuff']",0.139,0.556,0.306,0.34,0.65945154,0.30261946,0.037929002,Fear
i did waterproof mine but i still feel a little paranoid,"['waterproof', 'mine', 'still', 'feel', 'little', 'paranoid']",0.227,0.773,0.0,-0.2641,0.58221054,0.39552566,0.022263847,Fear
i still feel intimidated by that,"['still', 'feel', 'intimidated']",0.42,0.58,0.0,-0.4404,0.7913606,0.19721583,0.011423561,Fear
i think we generally feel uncomfortable with different,"['think', 'generally', 'feel', 'uncomfortable', 'different']",0.302,0.698,0.0,-0.3818,0.42034584,0.5581101,0.021544069,Fear
i wouldnt mind the feeling of being pressured just to be with you,"['wouldnt', 'mind', 'feeling', 'pressured']",0.246,0.754,0.0,-0.3116,0.3287306,0.55731314,0.11395632,Fear
i be feeling anxious,"['feeling', 'anxious']",0.444,0.222,0.333,-0.128,0.5681613,0.38659543,0.04524322,Fear
i am feeling more and more apprehensive,"['feeling', 'apprehensive']",0.0,0.769,0.231,0.128,0.7747106,0.20715858,0.018130839,Fear
i feel i tend to be rather fearful by nature and i ve struggled with my confidence on and around horses for a long time,"['feel', 'tend', 'rather', 'fearful', 'nature', 'struggled', 'confidence', 'around', 'horse', 'long', 'time']",0.208,0.669,0.123,-0.3182,0.8017233,0.1904435,0.0078332545,Fear
i feel so nervous thinking negative thing that might happen in the future of my high school life,"['feel', 'nervous', 'thinking', 'negative', 'thing', 'might', 'happen', 'future', 'high', 'school', 'life']",0.298,0.702,0.0,-0.7474,0.87397665,0.11681209,0.009211291,Fear
i reli feel veri reluctant,"['reli', 'feel', 'veri', 'reluctant']",0.4,0.6,0.0,-0.25,0.1513993,0.79219556,0.056405187,Fear
i feel tortured in the passion of ontological collapse they feel nothing,"['feel', 'tortured', 'passion', 'ontological', 'collapse', 'feel', 'nothing']",0.382,0.449,0.169,-0.5859,0.8884016,0.10245577,0.009142624,Fear
i just feel tortured sleeping there and knowing he doesn t want to be with me and says it so coldly,"['feel', 'tortured', 'sleeping', 'knowing', 'want', 'say', 'coldly']",0.164,0.776,0.059,-0.5106,0.901776,0.09292072,0.0053033023,Fear
i get it sometimes it sounds weird and feels weird but in the end it can be absolutely beautiful,"['get', 'sometimes', 'sound', 'weird', 'feel', 'weird', 'end', 'absolutely', 'beautiful']",0.115,0.639,0.246,0.7261,0.22464126,0.28842798,0.48693073,Fear
i think anyone who has a bad hair day feels anxious and has one resolution to hide,"['think', 'anyone', 'bad', 'hair', 'day', 'feel', 'anxious', 'one', 'resolution', 'hide']",0.375,0.625,0.0,-0.7351,0.817734,0.17097978,0.01128617,Fear
ive broken promises to myself but that last time i made this one i was adiment and i see that coming again thus i feel hesitant about it,"['ive', 'broken', 'promise', 'last', 'time', 'made', 'one', 'adiment', 'see', 'coming', 'thus', 'feel', 'hesitant']",0.166,0.768,0.066,-0.4118,0.77248967,0.21386129,0.0136491,Fear
i feel all three of these are seriously threatened by the c word that of course being capitalism,"['feel', 'three', 'seriously', 'threatened', 'c', 'word', 'course', 'capitalism']",0.251,0.749,0.0,-0.5719,0.8677953,0.12034891,0.011855767,Fear
i love to do but when i stop moving i feel kind of strange,"['love', 'stop', 'moving', 'feel', 'kind', 'strange']",0.339,0.499,0.162,-0.429,0.4746964,0.4276428,0.09766081,Fear
i mean is that when people act in a way that hurts or makes you feel insecure it is almost certainly about something happening inside of them and not about you,"['mean', 'people', 'act', 'way', 'hurt', 'make', 'feel', 'insecure', 'almost', 'certainly', 'something', 'happening', 'inside']",0.173,0.765,0.062,-0.5849,0.70714396,0.2812728,0.011583205,Fear
i do not feel pressured still,"['feel', 'pressured', 'still']",0.0,0.706,0.294,0.1695,0.24875553,0.61843455,0.13280992,Fear
i was feeling a bit intimidated but the hippie looking dude working the counter couldnt have been more helpful,"['feeling', 'bit', 'intimidated', 'hippie', 'looking', 'dude', 'working', 'counter', 'couldnt', 'helpful']",0.091,0.656,0.253,0.533,0.38243404,0.4203535,0.19721243,Fear
i can t help feeling so insecure,"['help', 'feeling', 'insecure']",0.333,0.215,0.452,0.0276,0.87373185,0.116701685,0.009566362,Fear
i try to wake up and most of the time i can eventually succeed in doing so but i feel terrified,"['try', 'wake', 'time', 'eventually', 'succeed', 'feel', 'terrified']",0.246,0.667,0.088,-0.6999,0.62602055,0.30666393,0.06731549,Fear
i fall for a guy it s truly such a pure feeling and he was always the shy type goody two shoes so it s not like i m picking the wrong guys these are the guys that most people agree they are good noble men but not to me of course,"['fall', 'guy', 'truly', 'pure', 'feeling', 'always', 'shy', 'type', 'goody', 'two', 'shoe', 'like', 'picking', 'wrong', 'guy', 'guy', 'people', 'agree', 'good', 'noble', 'men', 'course']",0.102,0.722,0.176,0.4219,0.028711138,0.14960574,0.82168317,Fear
i slink away home feeling distressed and disappointed with what i perceive is a wasted day,"['slink', 'away', 'home', 'feeling', 'distressed', 'disappointed', 'perceive', 'wasted', 'day']",0.464,0.459,0.077,-0.8225,0.9093958,0.08429155,0.0063125934,Fear
i have a lot going on in my life and feel overwhelmed,"['lot', 'going', 'life', 'feel', 'overwhelmed']",0.0,0.882,0.118,0.0516,0.8152465,0.16214654,0.022606933,Fear
i was so thankful even though i hadn t passed out i could feel that my legs were a bit shaky under me,"['thankful', 'even', 'though', 'passed', 'could', 'feel', 'leg', 'bit', 'shaky']",0.087,0.731,0.182,0.4754,0.03231528,0.114577845,0.85310686,Fear
i feel anxious nervous uncertain about moving forward,"['feel', 'anxious', 'nervous', 'uncertain', 'moving', 'forward']",0.612,0.388,0.0,-0.6486,0.7630693,0.21571647,0.021214264,Fear
i was starting to feel suspicious myself,"['starting', 'feel', 'suspicious']",0.333,0.667,0.0,-0.3612,0.6928153,0.2932174,0.013967288,Fear
i feel less afraid this time simply because theres no pressure from anyone but myself,"['feel', 'less', 'afraid', 'time', 'simply', 'there', 'pressure', 'anyone']",0.211,0.789,0.0,-0.296,0.039761953,0.18931112,0.77092695,Fear
